,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Producation_area_factor,zone
94335,Karnataka,RAICHUR,2006,Whole Year,Coconut,158.0,753.0,4.765822784810126,South India
94379,Karnataka,RAICHUR,2007,Whole Year,Coconut,429.0,2184.0,5.090909090909091,South India
94420,Karnataka,RAICHUR,2008,Whole Year,Coconut,229.0,1569.0,6.851528384279476,South India
94461,Karnataka,RAICHUR,2009,Whole Year,Coconut,175.0,1244.0,7.1085714285714285,South India
94506,Karnataka,RAICHUR,2010,Whole Year,Coconut,30.0,287.0,9.566666666666666,South India
94547,Karnataka,RAICHUR,2011,Whole Year,Coconut,27.0,268.0,9.925925925925926,South India
94583,Karnataka,RAICHUR,2012,Whole Year,Coconut,36.0,354.0,9.833333333333334,South India
94617,Karnataka,RAICHUR,2013,Whole Year,Coconut,63.0,500.0,7.936507936507937,South India
94648,Karnataka,RAICHUR,2014,Whole Year,Coconut,80.0,714.0,8.925,South India
94680,Karnataka,RAMANAGARA,2007,Whole Year,Coconut,13825.0,70391.0,5.091573236889692,South India
94715,Karnataka,RAMANAGARA,2008,Whole Year,Coconut,13861.0,92242.0,6.654786811918332,South India
94751,Karnataka,RAMANAGARA,2009,Whole Year,Coconut,14328.0,101875.0,7.110203796761586,South India
94791,Karnataka,RAMANAGARA,2010,Whole Year,Coconut,14982.0,143220.0,9.559471365638766,South India
94830,Karnataka,RAMANAGARA,2011,Whole Year,Coconut,14532.0,168554.0,11.598816405174787,South India
94870,Karnataka,RAMANAGARA,2012,Whole Year,Coconut,14014.0,162546.0,11.598829741686885,South India
94911,Karnataka,RAMANAGARA,2013,Whole Year,Coconut,13637.0,108194.0,7.933856420033732,South India
94953,Karnataka,RAMANAGARA,2014,Whole Year,Coconut,15056.0,167850.0,11.148379383634431,South India
95022,Karnataka,SHIMOGA,1998,Whole Year,Coconut,6638.0,23434.0,3.530280204880988,South India
95064,Karnataka,SHIMOGA,1999,Whole Year,Coconut,6759.0,23862.0,3.53040390590324,South India
95113,Karnataka,SHIMOGA,2000,Whole Year,Coconut,6938.0,24493.0,3.5302680887863938,South India
95156,Karnataka,SHIMOGA,2001,Whole Year,Coconut,6925.0,18339.0,2.648231046931408,South India
95207,Karnataka,SHIMOGA,2002,Whole Year,Coconut,6820.0,18061.0,2.6482404692082113,South India
95258,Karnataka,SHIMOGA,2003,Whole Year,Coconut,6700.0,17743.0,2.648208955223881,South India
95308,Karnataka,SHIMOGA,2004,Whole Year,Coconut,6613.0,176897.75,26.75,South India
95357,Karnataka,SHIMOGA,2005,Whole Year,Coconut,6843.0,18122.0,2.6482536899020896,South India
95399,Karnataka,SHIMOGA,2006,Whole Year,Coconut,6864.0,18178.0,2.648310023310023,South India
95446,Karnataka,SHIMOGA,2007,Whole Year,Coconut,6875.0,33167.0,4.824290909090909,South India
95493,Karnataka,SHIMOGA,2008,Whole Year,Coconut,6655.0,55567.0,8.349661908339595,South India
95539,Karnataka,SHIMOGA,2009,Whole Year,Coconut,6339.0,45071.0,7.110112005048115,South India
95589,Karnataka,SHIMOGA,2010,Whole Year,Coconut,6351.0,60712.0,9.559439458353015,South India
95640,Karnataka,SHIMOGA,2011,Whole Year,Coconut,5954.0,59286.0,9.957339603627814,South India
95689,Karnataka,SHIMOGA,2012,Whole Year,Coconut,5736.0,57116.0,9.957461645746164,South India
95738,Karnataka,SHIMOGA,2013,Whole Year,Coconut,5419.0,42994.0,7.933936150581288,South India
95780,Karnataka,SHIMOGA,2014,Whole Year,Coconut,5403.0,48216.0,8.923931149361465,South India
95854,Karnataka,TUMKUR,1998,Whole Year,Coconut,83818.0,551484.0,6.5795413872915125,South India
95897,Karnataka,TUMKUR,1999,Whole Year,Coconut,88293.0,580927.0,6.579536316582288,South India
95945,Karnataka,TUMKUR,2000,Whole Year,Coconut,100810.0,663283.0,6.579535760341236,South India
95995,Karnataka,TUMKUR,2001,Whole Year,Coconut,110993.0,547767.0,4.935149063454452,South India
96045,Karnataka,TUMKUR,2002,Whole Year,Coconut,111248.0,549026.0,4.935153890407019,South India
96100,Karnataka,TUMKUR,2003,Whole Year,Coconut,109443.0,540118.0,4.935153458878138,South India
96156,Karnataka,TUMKUR,2004,Whole Year,Coconut,110937.0,5530209.45,49.85,South India
96215,Karnataka,TUMKUR,2005,Whole Year,Coconut,122690.0,605494.0,4.935153639253403,South India
96262,Karnataka,TUMKUR,2006,Whole Year,Coconut,125511.0,619416.0,4.935153094151111,South India
96318,Karnataka,TUMKUR,2007,Whole Year,Coconut,124110.0,683765.0,5.509346547417613,South India
96372,Karnataka,TUMKUR,2008,Whole Year,Coconut,132587.0,994566.0,7.501233152571519,South India
96428,Karnataka,TUMKUR,2009,Whole Year,Coconut,138660.0,985898.0,7.110183181883745,South India
96488,Karnataka,TUMKUR,2010,Whole Year,Coconut,142248.0,1347700.0,9.474298408413475,South India
96547,Karnataka,TUMKUR,2011,Whole Year,Coconut,143110.0,1351758.0,9.445587310460485,South India
96603,Karnataka,TUMKUR,2012,Whole Year,Coconut,147539.0,1393593.0,9.445590657385505,South India
96660,Karnataka,TUMKUR,2013,Whole Year,Coconut,145910.0,1139718.0,7.811102734562401,South India
96714,Karnataka,TUMKUR,2014,Whole Year,Coconut,149419.0,1283692.0,8.591223338397393,South India
96736,Karnataka,UDUPI,1998,Whole Year,Coconut,13003.0,55508.0,4.268861032069522,South India
96756,Karnataka,UDUPI,2000,Whole Year,Coconut,13736.0,58637.0,4.268855562026791,South India
96775,Karnataka,UDUPI,2001,Whole Year,Coconut,14003.0,59777.0,4.268870956223666,South India
96797,Karnataka,UDUPI,2002,Whole Year,Coconut,14179.0,60528.0,4.268848296776923,South India
96823,Karnataka,UDUPI,2003,Whole Year,Coconut,14319.0,61126.0,4.2688735246874785,South India
96850,Karnataka,UDUPI,2004,Whole Year,Coconut,14464.0,623687.68,43.120000000000005,South India
96877,Karnataka,UDUPI,2005,Whole Year,Coconut,14876.0,63504.0,4.268889486421081,South India
96900,Karnataka,UDUPI,2006,Whole Year,Coconut,14976.0,63931.0,4.268896901709402,South India
96925,Karnataka,UDUPI,2007,Whole Year,Coconut,15009.0,73730.0,4.912385901792258,South India
96949,Karnataka,UDUPI,2008,Whole Year,Coconut,15114.0,118416.0,7.834855101230647,South India
96973,Karnataka,UDUPI,2009,Whole Year,Coconut,16224.0,130132.0,8.02095660749507,South India
96997,Karnataka,UDUPI,2010,Whole Year,Coconut,17095.0,154889.0,9.06048552208248,South India
97021,Karnataka,UDUPI,2011,Whole Year,Coconut,17512.0,171739.0,9.806932389218822,South India
97044,Karnataka,UDUPI,2012,Whole Year,Coconut,17587.0,172475.0,9.806959686131801,South India
97068,Karnataka,UDUPI,2013,Whole Year,Coconut,17771.0,177939.0,10.012886162849586,South India
97092,Karnataka,UDUPI,2014,Whole Year,Coconut,17825.0,313547.0,17.590294530154278,South India
97152,Karnataka,UTTAR KANNAD,1998,Whole Year,Coconut,5624.0,26748.0,4.756045519203414,South India
97189,Karnataka,UTTAR KANNAD,1999,Whole Year,Coconut,5805.0,27608.0,4.755900086132645,South India
97229,Karnataka,UTTAR KANNAD,2000,Whole Year,Coconut,5907.0,28093.0,4.755882850854918,South India
97261,Karnataka,UTTAR KANNAD,2001,Whole Year,Coconut,6069.0,28864.0,4.755972977426264,South India
97305,Karnataka,UTTAR KANNAD,2002,Whole Year,Coconut,6162.0,29306.0,4.755923401493022,South India
97349,Karnataka,UTTAR KANNAD,2003,Whole Year,Coconut,6224.0,29601.0,4.755944730077121,South India
97392,Karnataka,UTTAR KANNAD,2004,Whole Year,Coconut,6276.0,301499.04,48.04,South India
97430,Karnataka,UTTAR KANNAD,2005,Whole Year,Coconut,7197.0,34229.0,4.75600944838127,South India
97466,Karnataka,UTTAR KANNAD,2006,Whole Year,Coconut,7479.0,35570.0,4.755983420243348,South India
97507,Karnataka,UTTAR KANNAD,2007,Whole Year,Coconut,7415.0,38738.0,5.224275118004046,South India
97546,Karnataka,UTTAR KANNAD,2008,Whole Year,Coconut,7514.0,54795.0,7.2923875432525955,South India
97583,Karnataka,UTTAR KANNAD,2009,Whole Year,Coconut,7581.0,53902.0,7.110143780503892,South India
97622,Karnataka,UTTAR KANNAD,2010,Whole Year,Coconut,7690.0,65107.0,8.466449934980494,South India
97659,Karnataka,UTTAR KANNAD,2011,Whole Year,Coconut,7713.0,59392.0,7.700246337352522,South India
97696,Karnataka,UTTAR KANNAD,2012,Whole Year,Coconut,7752.0,59692.0,7.700206398348813,South India
97733,Karnataka,UTTAR KANNAD,2013,Whole Year,Coconut,7768.0,61630.0,7.933831101956746,South India
97769,Karnataka,UTTAR KANNAD,2014,Whole Year,Coconut,7784.0,69463.0,8.923818088386433,South India
97815,Karnataka,YADGIR,2010,Whole Year,Coconut,218.0,2084.0,9.559633027522937,South India
97864,Karnataka,YADGIR,2011,Whole Year,Coconut,218.0,2167.0,9.940366972477063,South India
97905,Karnataka,YADGIR,2012,Whole Year,Coconut,214.0,2107.0,9.845794392523365,South India
97945,Karnataka,YADGIR,2013,Whole Year,Coconut,197.0,1563.0,7.934010152284264,South India
97984,Karnataka,YADGIR,2014,Whole Year,Coconut,168.0,1499.0,8.922619047619047,South India
97990,Kerala,ALAPPUZHA,1997,Whole Year,Coconut,77893.0,399000.0,5.122411513229687,South India
97999,Kerala,ALAPPUZHA,1998,Whole Year,Coconut,58621.0,288000000.0,4912.9151669197045,South India
98013,Kerala,ALAPPUZHA,1999,Whole Year,Coconut,61270.0,333000000.0,5434.960013056961,South India
98027,Kerala,ALAPPUZHA,2000,Whole Year,Coconut,59775.0,288000000.0,4818.0677540777915,South India
98041,Kerala,ALAPPUZHA,2001,Whole Year,Coconut,57047.0,280000000.0,4908.23356179992,South India
98060,Kerala,ALAPPUZHA,2002,Whole Year,Coconut,55407.0,267000000.0,4818.88570036277,South India
98088,Kerala,ALAPPUZHA,2003,Whole Year,Coconut,55982.0,312000000.0,5573.219963559715,South India
98110,Kerala,ALAPPUZHA,2004,Whole Year,Coconut,56325.0,328000000.0,5823.346648912561,South India
98124,Kerala,ALAPPUZHA,2005,Whole Year,Coconut,56154.0,357000000.0,6357.516828721017,South India
98138,Kerala,ALAPPUZHA,2006,Whole Year,Coconut,48726.0,360000000.0,7388.252678241596,South India
98153,Kerala,ALAPPUZHA,2007,Whole Year,Coconut,43976.0,301000000.0,6844.642532290341,South India
98167,Kerala,ALAPPUZHA,2008,Whole Year,Coconut,38859.0,275000000.0,7076.867649707919,South India
98181,Kerala,ALAPPUZHA,2009,Whole Year,Coconut,39816.0,257000000.0,6454.69158127386,South India
98195,Kerala,ALAPPUZHA,2010,Whole Year,Coconut,39343.71,263500000.0,6697.385681218167,South India
98208,Kerala,ALAPPUZHA,2011,Whole Year,Coconut,38555.94,219318000.0,5688.306393256136,South India
98221,Kerala,ALAPPUZHA,2012,Whole Year,Coconut,36986.0,233000000.0,6299.680960363381,South India
98244,Kerala,ALAPPUZHA,2013,Whole Year,Coconut,36880.0,217000000.0,5883.947939262473,South India
98262,Kerala,ALAPPUZHA,2014,Whole Year,Coconut,35161.0,218000000.0,6200.051193083245,South India
98280,Kerala,ERNAKULAM,1997,Whole Year,Coconut,61016.0,382000.0,6.260652943490232,South India
98289,Kerala,ERNAKULAM,1998,Whole Year,Coconut,61719.0,345000000.0,5589.850775287999,South India
98304,Kerala,ERNAKULAM,1999,Whole Year,Coconut,68110.0,406000000.0,5960.945529290853,South India
98318,Kerala,ERNAKULAM,2000,Whole Year,Coconut,67402.0,358000000.0,5311.415091540311,South India
98332,Kerala,ERNAKULAM,2001,Whole Year,Coconut,62684.0,343000000.0,5471.890753621339,South India
98351,Kerala,ERNAKULAM,2002,Whole Year,Coconut,61034.0,309000000.0,5062.751908772159,South India
98379,Kerala,ERNAKULAM,2003,Whole Year,Coconut,57964.0,311000000.0,5365.39921330481,South India
98402,Kerala,ERNAKULAM,2004,Whole Year,Coconut,58735.0,313000000.0,5329.020175363923,South India
98416,Kerala,ERNAKULAM,2005,Whole Year,Coconut,58553.0,369000000.0,6301.982818984509,South India
98430,Kerala,ERNAKULAM,2006,Whole Year,Coconut,54710.0,376000000.0,6872.6009870224825,South India
98443,Kerala,ERNAKULAM,2007,Whole Year,Coconut,49412.0,292000000.0,5909.495669068243,South India
98457,Kerala,ERNAKULAM,2008,Whole Year,Coconut,46240.0,249000000.0,5384.948096885813,South India
98471,Kerala,ERNAKULAM,2009,Whole Year,Coconut,44475.0,235000000.0,5283.867341202923,South India
98485,Kerala,ERNAKULAM,2010,Whole Year,Coconut,42893.79,221125000.0,5155.175143068495,South India
98498,Kerala,ERNAKULAM,2011,Whole Year,Coconut,46376.43,240698000.0,5190.093329736679,South India
98511,Kerala,ERNAKULAM,2012,Whole Year,Coconut,43751.0,209000000.0,4777.033667801878,South India
98534,Kerala,ERNAKULAM,2013,Whole Year,Coconut,44582.0,227000000.0,5091.741061414921,South India
98552,Kerala,ERNAKULAM,2014,Whole Year,Coconut,43680.0,212000000.0,4853.479853479854,South India
98566,Kerala,IDUKKI,1997,Whole Year,Coconut,31303.0,148000.0,4.727981343641185,South India
98578,Kerala,IDUKKI,1998,Whole Year,Coconut,21444.0,87000000.0,4057.0789031897034,South India
98595,Kerala,IDUKKI,1999,Whole Year,Coconut,23696.0,92000000.0,3882.511816340311,South India
98612,Kerala,IDUKKI,2000,Whole Year,Coconut,23811.0,91000000.0,3821.763050690857,South India
98629,Kerala,IDUKKI,2001,Whole Year,Coconut,25603.0,96000000.0,3749.560598367379,South India
98654,Kerala,IDUKKI,2002,Whole Year,Coconut,25810.0,104000000.0,4029.4459511817126,South India
98687,Kerala,IDUKKI,2003,Whole Year,Coconut,24383.0,92000000.0,3773.1206168231965,South India
98714,Kerala,IDUKKI,2004,Whole Year,Coconut,24274.0,87000000.0,3584.0817335420616,South India
98730,Kerala,IDUKKI,2005,Whole Year,Coconut,24343.0,90000000.0,3697.1614016349668,South India
98749,Kerala,IDUKKI,2006,Whole Year,Coconut,23668.0,99000000.0,4182.862937299307,South India
98768,Kerala,IDUKKI,2007,Whole Year,Coconut,19925.0,72000000.0,3613.550815558344,South India
98787,Kerala,IDUKKI,2008,Whole Year,Coconut,17776.0,79000000.0,4444.194419441944,South India
98805,Kerala,IDUKKI,2009,Whole Year,Coconut,17189.0,90000000.0,5235.906684507534,South India
98819,Kerala,IDUKKI,2010,Whole Year,Coconut,17011.58,79789000.0,4690.275682799598,South India
98832,Kerala,IDUKKI,2011,Whole Year,Coconut,17158.12,94937000.0,5533.065394110777,South India
98847,Kerala,IDUKKI,2012,Whole Year,Coconut,17265.0,94000000.0,5444.540978858963,South India
98872,Kerala,IDUKKI,2013,Whole Year,Coconut,16518.0,90000000.0,5448.601525608427,South India
98894,Kerala,IDUKKI,2014,Whole Year,Coconut,16655.0,75000000.0,4503.1522065445815,South India
98912,Kerala,KANNUR,1997,Whole Year,Coconut,137554.0,1009000.0,7.335301045407622,South India
98922,Kerala,KANNUR,1998,Whole Year,Coconut,95118.0,529000000.0,5561.513067978721,South India
98937,Kerala,KANNUR,1999,Whole Year,Coconut,95257.0,515000000.0,5406.4268242753815,South India
98953,Kerala,KANNUR,2000,Whole Year,Coconut,96975.0,621000000.0,6403.712296983758,South India
98968,Kerala,KANNUR,2001,Whole Year,Coconut,95712.0,604000000.0,6310.598462052825,South India
98987,Kerala,KANNUR,2002,Whole Year,Coconut,94217.0,559000000.0,5933.111858794061,South India
99015,Kerala,KANNUR,2003,Whole Year,Coconut,95278.0,597000000.0,6265.874598543211,South India
99038,Kerala,KANNUR,2004,Whole Year,Coconut,94518.0,642000000.0,6792.357011362915,South India
99054,Kerala,KANNUR,2005,Whole Year,Coconut,93934.0,692000000.0,7366.874614090744,South India
99068,Kerala,KANNUR,2006,Whole Year,Coconut,91393.0,640000000.0,7002.724497499808,South India
99083,Kerala,KANNUR,2007,Whole Year,Coconut,82223.0,554000000.0,6737.774102136872,South India
99097,Kerala,KANNUR,2008,Whole Year,Coconut,77705.0,500000000.0,6434.592368573451,South India
99111,Kerala,KANNUR,2009,Whole Year,Coconut,78024.0,479000000.0,6139.136675894597,South India
99124,Kerala,KANNUR,2010,Whole Year,Coconut,76916.76,528790000.0,6874.834561414184,South India
99137,Kerala,KANNUR,2011,Whole Year,Coconut,90350.48,644511000.0,7133.454077941811,South India
99153,Kerala,KANNUR,2012,Whole Year,Coconut,86818.0,567000000.0,6530.903729641319,South India
99177,Kerala,KANNUR,2013,Whole Year,Coconut,85063.0,574000000.0,6747.9397622938295,South India
99197,Kerala,KANNUR,2014,Whole Year,Coconut,85807.0,533000000.0,6211.61443705059,South India
99212,Kerala,KASARAGOD,1997,Whole Year,Coconut,41011.0,227000.0,5.535100338933457,South India
99221,Kerala,KASARAGOD,1998,Whole Year,Coconut,48596.0,337000000.0,6934.727138036053,South India
99238,Kerala,KASARAGOD,1999,Whole Year,Coconut,56183.0,364000000.0,6478.828115266184,South India
99255,Kerala,KASARAGOD,2000,Whole Year,Coconut,59073.0,469000000.0,7939.329304419955,South India
99271,Kerala,KASARAGOD,2001,Whole Year,Coconut,57285.0,438000000.0,7645.980623199791,South India
99290,Kerala,KASARAGOD,2002,Whole Year,Coconut,56236.0,409000000.0,7272.921260402589,South India
99320,Kerala,KASARAGOD,2003,Whole Year,Coconut,57811.0,419000000.0,7247.755617443047,South India
99344,Kerala,KASARAGOD,2004,Whole Year,Coconut,57906.0,471000000.0,8133.872137602321,South India
99361,Kerala,KASARAGOD,2005,Whole Year,Coconut,58088.0,426000000.0,7333.70059220493,South India
99378,Kerala,KASARAGOD,2006,Whole Year,Coconut,58236.0,395000000.0,6782.746067724432,South India
99395,Kerala,KASARAGOD,2007,Whole Year,Coconut,57057.0,445000000.0,7799.218325534115,South India
99413,Kerala,KASARAGOD,2008,Whole Year,Coconut,52266.0,439000000.0,8399.341828339648,South India
99430,Kerala,KASARAGOD,2009,Whole Year,Coconut,54224.0,416000000.0,7671.879610504574,South India
99444,Kerala,KASARAGOD,2010,Whole Year,Coconut,56173.75,418372000.0,7447.82037873562,South India
99457,Kerala,KASARAGOD,2011,Whole Year,Coconut,59655.93,508038000.0,8516.135780634046,South India
99474,Kerala,KASARAGOD,2012,Whole Year,Coconut,58836.0,469000000.0,7971.31008226256,South India
99500,Kerala,KASARAGOD,2013,Whole Year,Coconut,61836.0,602000000.0,9735.429199818876,South India
99523,Kerala,KASARAGOD,2014,Whole Year,Coconut,63791.0,705000000.0,11051.715759276387,South India
99538,Kerala,KOLLAM,1997,Whole Year,Coconut,87179.0,404000.0,4.634143543743333,South India
99546,Kerala,KOLLAM,1998,Whole Year,Coconut,75614.0,350000000.0,4628.77244954638,South India
99559,Kerala,KOLLAM,1999,Whole Year,Coconut,79906.0,399000000.0,4993.367206467599,South India
99573,Kerala,KOLLAM,2000,Whole Year,Coconut,79709.0,387000000.0,4855.160646852927,South India
99588,Kerala,KOLLAM,2001,Whole Year,Coconut,74956.0,425000000.0,5669.993062596724,South India
99610,Kerala,KOLLAM,2002,Whole Year,Coconut,71310.0,411000000.0,5763.567522086664,South India
99640,Kerala,KOLLAM,2003,Whole Year,Coconut,67531.0,439000000.0,6500.718188683715,South India
99662,Kerala,KOLLAM,2004,Whole Year,Coconut,66153.0,444000000.0,6711.713754478255,South India
99677,Kerala,KOLLAM,2005,Whole Year,Coconut,66134.0,504000000.0,7620.890918438322,South India
99692,Kerala,KOLLAM,2006,Whole Year,Coconut,65392.0,512000000.0,7829.703939319795,South India
99707,Kerala,KOLLAM,2007,Whole Year,Coconut,58575.0,378000000.0,6453.26504481434,South India
99722,Kerala,KOLLAM,2008,Whole Year,Coconut,58397.0,443000000.0,7586.006130451907,South India
99736,Kerala,KOLLAM,2009,Whole Year,Coconut,56675.0,412000000.0,7269.519188354654,South India
99750,Kerala,KOLLAM,2010,Whole Year,Coconut,56059.5,377754000.0,6738.447542343403,South India
99763,Kerala,KOLLAM,2011,Whole Year,Coconut,55303.75,426635000.0,7714.395497592839,South India
99777,Kerala,KOLLAM,2012,Whole Year,Coconut,55120.0,372000000.0,6748.911465892598,South India
99800,Kerala,KOLLAM,2013,Whole Year,Coconut,61309.0,473000000.0,7715.017371022199,South India
99820,Kerala,KOLLAM,2014,Whole Year,Coconut,52360.0,387000000.0,7391.138273491215,South India
99834,Kerala,KOTTAYAM,1997,Whole Year,Coconut,47710.0,172000.0,3.605114231817229,South India
99844,Kerala,KOTTAYAM,1998,Whole Year,Coconut,42571.0,171000000.0,4016.8189612647107,South India
99860,Kerala,KOTTAYAM,1999,Whole Year,Coconut,43272.0,201000000.0,4645.036051026068,South India
99875,Kerala,KOTTAYAM,2000,Whole Year,Coconut,41604.0,197000000.0,4735.121622920873,South India
99889,Kerala,KOTTAYAM,2001,Whole Year,Coconut,39429.0,180000000.0,4565.167769915544,South India
99910,Kerala,KOTTAYAM,2002,Whole Year,Coconut,41424.0,213000000.0,5141.946697566628,South India
99940,Kerala,KOTTAYAM,2003,Whole Year,Coconut,39286.0,217000000.0,5523.596192027694,South India
99963,Kerala,KOTTAYAM,2004,Whole Year,Coconut,40532.0,187000000.0,4613.63860653311,South India
99978,Kerala,KOTTAYAM,2005,Whole Year,Coconut,39943.0,217000000.0,5432.741656861027,South India
99992,Kerala,KOTTAYAM,2006,Whole Year,Coconut,36204.0,202000000.0,5579.493978565904,South India
100006,Kerala,KOTTAYAM,2007,Whole Year,Coconut,35226.0,205000000.0,5819.565093964685,South India
100020,Kerala,KOTTAYAM,2008,Whole Year,Coconut,34881.0,194000000.0,5561.767151171125,South India
100034,Kerala,KOTTAYAM,2009,Whole Year,Coconut,28185.0,141000000.0,5002.660989888239,South India
100047,Kerala,KOTTAYAM,2010,Whole Year,Coconut,28410.34,148421000.0,5224.1895028359395,South India
100060,Kerala,KOTTAYAM,2011,Whole Year,Coconut,28208.84,149436000.0,5297.488305084506,South India
100074,Kerala,KOTTAYAM,2012,Whole Year,Coconut,27500.0,131000000.0,4763.636363636364,South India
100096,Kerala,KOTTAYAM,2013,Whole Year,Coconut,27019.0,126000000.0,4663.38502535253,South India
100114,Kerala,KOTTAYAM,2014,Whole Year,Coconut,26529.0,140000000.0,5277.243770967621,South India
100126,Kerala,KOZHIKODE,1997,Whole Year,Coconut,134858.0,1012000.0,7.5041895920153046,South India
100135,Kerala,KOZHIKODE,1998,Whole Year,Coconut,129506.0,999000000.0,7713.928312201751,South India
100149,Kerala,KOZHIKODE,1999,Whole Year,Coconut,131061.0,1059000000.0,8080.206926545654,South India
100162,Kerala,KOZHIKODE,2000,Whole Year,Coconut,128739.0,903000000.0,7014.191503740125,South India
100178,Kerala,KOZHIKODE,2001,Whole Year,Coconut,130100.0,895000000.0,6879.323597232898,South India
100197,Kerala,KOZHIKODE,2002,Whole Year,Coconut,127402.0,888000000.0,6970.063264312962,South India
100223,Kerala,KOZHIKODE,2003,Whole Year,Coconut,129365.0,898000000.0,6941.599350674448,South India
100245,Kerala,KOZHIKODE,2004,Whole Year,Coconut,129865.0,854000000.0,6576.059754360297,South India
100258,Kerala,KOZHIKODE,2005,Whole Year,Coconut,129500.0,845000000.0,6525.0965250965255,South India
100271,Kerala,KOZHIKODE,2006,Whole Year,Coconut,129401.0,824000000.0,6367.802412655235,South India
100284,Kerala,KOZHIKODE,2007,Whole Year,Coconut,122929.0,851000000.0,6922.6952143107,South India
100297,Kerala,KOZHIKODE,2008,Whole Year,Coconut,120704.0,941000000.0,7795.9305408271475,South India
100310,Kerala,KOZHIKODE,2009,Whole Year,Coconut,119166.0,868000000.0,7283.956833324942,South India
100323,Kerala,KOZHIKODE,2010,Whole Year,Coconut,121688.42,769685000.0,6325.047198410498,South India
100336,Kerala,KOZHIKODE,2011,Whole Year,Coconut,127699.25,852009000.0,6671.996898963776,South India
100350,Kerala,KOZHIKODE,2012,Whole Year,Coconut,124819.0,882000000.0,7066.231903796697,South India
100373,Kerala,KOZHIKODE,2013,Whole Year,Coconut,123115.0,948000000.0,7700.117776063031,South India
100391,Kerala,KOZHIKODE,2014,Whole Year,Coconut,123066.0,1001000000.0,8133.846878910504,South India
100404,Kerala,MALAPPURAM,1997,Whole Year,Coconut,123798.0,683000.0,5.5170519717604485,South India
100414,Kerala,MALAPPURAM,1998,Whole Year,Coconut,99276.0,600000000.0,6043.756799226399,South India
100429,Kerala,MALAPPURAM,1999,Whole Year,Coconut,107142.0,717000000.0,6692.053536428291,South India
100445,Kerala,MALAPPURAM,2000,Whole Year,Coconut,110378.0,626000000.0,5671.420029353676,South India
100462,Kerala,MALAPPURAM,2001,Whole Year,Coconut,104171.0,599000000.0,5750.160793310998,South India
100483,Kerala,MALAPPURAM,2002,Whole Year,Coconut,107254.0,787000000.0,7337.721670054264,South India
100513,Kerala,MALAPPURAM,2003,Whole Year,Coconut,109582.0,858000000.0,7829.75306163421,South India
100537,Kerala,MALAPPURAM,2004,Whole Year,Coconut,113162.0,900000000.0,7953.199837401247,South India
100552,Kerala,MALAPPURAM,2005,Whole Year,Coconut,113411.0,863000000.0,7609.491142834469,South India
100568,Kerala,MALAPPURAM,2006,Whole Year,Coconut,112238.0,859000000.0,7653.379425862899,South India
100583,Kerala,MALAPPURAM,2007,Whole Year,Coconut,104731.0,832000000.0,7944.161709522491,South India
100598,Kerala,MALAPPURAM,2008,Whole Year,Coconut,105789.0,952000000.0,8999.045269356928,South India
100612,Kerala,MALAPPURAM,2009,Whole Year,Coconut,108380.0,1063000000.0,9808.08267207972,South India
100625,Kerala,MALAPPURAM,2010,Whole Year,Coconut,104178.22,916053000.0,8793.133535973258,South India
100639,Kerala,MALAPPURAM,2011,Whole Year,Coconut,109229.36,946781000.0,8667.825207435071,South India
100654,Kerala,MALAPPURAM,2012,Whole Year,Coconut,102417.0,1125000000.0,10984.504525615865,South India
100679,Kerala,MALAPPURAM,2013,Whole Year,Coconut,105481.0,935000000.0,8864.155629923873,South India
100698,Kerala,MALAPPURAM,2014,Whole Year,Coconut,103691.0,933000000.0,8997.88795556027,South India
100710,Kerala,PALAKKAD,1997,Whole Year,Coconut,58268.0,225000.0,3.8614677009679412,South India
100724,Kerala,PALAKKAD,1998,Whole Year,Coconut,45439.0,194000000.0,4269.460155373137,South India
100744,Kerala,PALAKKAD,1999,Whole Year,Coconut,45857.0,218000000.0,4753.908890681902,South India
100764,Kerala,PALAKKAD,2000,Whole Year,Coconut,46393.0,252000000.0,5431.853943482853,South India
100783,Kerala,PALAKKAD,2001,Whole Year,Coconut,50568.0,284000000.0,5616.199968359437,South India
100809,Kerala,PALAKKAD,2002,Whole Year,Coconut,53207.0,363000000.0,6822.410585073392,South India
100844,Kerala,PALAKKAD,2003,Whole Year,Coconut,55655.0,380000000.0,6827.778276884377,South India
100872,Kerala,PALAKKAD,2004,Whole Year,Coconut,55533.0,344000000.0,6194.51497307907,South India
100891,Kerala,PALAKKAD,2005,Whole Year,Coconut,55437.0,415000000.0,7485.97507080109,South India
100911,Kerala,PALAKKAD,2006,Whole Year,Coconut,60182.0,420000000.0,6978.830879665016,South India
100931,Kerala,PALAKKAD,2007,Whole Year,Coconut,60393.0,422000000.0,6987.564783998146,South India
100951,Kerala,PALAKKAD,2008,Whole Year,Coconut,59076.0,450000000.0,7617.306520414381,South India
100971,Kerala,PALAKKAD,2009,Whole Year,Coconut,57186.0,417000000.0,7291.99454411919,South India
100985,Kerala,PALAKKAD,2010,Whole Year,Coconut,57094.11,407624000.0,7139.510537952164,South India
100999,Kerala,PALAKKAD,2011,Whole Year,Coconut,60528.6,492736000.0,8140.548434954716,South India
101015,Kerala,PALAKKAD,2012,Whole Year,Coconut,62513.0,461000000.0,7374.466111048901,South India
101050,Kerala,PALAKKAD,2013,Whole Year,Coconut,61016.0,397000000.0,6506.490100957126,South India
